grch37Isoform	grch37RefSeq	grch38Isoform	grch38RefSeq	entrezGeneId	hugoSymbol	oncogene	highestSensitiveLevel	highestResistanceLevel	summary	background	tsg
ENST00000323929	NM_005591.3	ENST00000323929	NM_005591.3	4361	MRE11	False	1		MRE11 is a tumor suppressor involved in DNA repair. Germline mutations of MRE11 are associated with ataxia-telangiectasia-like disorder and predispose to breast and ovarian cancers.	MRE11 is a member of the Mre11-Rad50-Nbs (MRN) complex involved in sensing and repairing DNA double strand breaks (PMID:10523656, 11430828). The complex activates the kinases ATM (ataxia telangiectasia mutated) and ATR (ATM- and RAD3-related) to initiate DNA damage responses and is itself phosphorylated by ATM (PMID: 23525106, 23582259, 26512707). MRE11 has DNA nuclease activity important for stimulating repair (PMID:18854157). Activation of the MRN complex enables the G2/M cell cycle checkpoint in response to DNA damage (PMID:14657032). The complex is also important for genomic integrity at telomeres, replication forks, immunoglobulin gene loci during rearrangements, and DNA breaks formed in meiosis (PMID:19667071, 21565612, 16285919, 17291760). Activation of repair mechanisms include non-homologous end joining and homologous recombination repair (PMID:12422221, 24316220). Mutations in MRE11 are associated with an ataxia-telangiectasia-like disorder, resulting in chromosomal instability and sensitivity to ionizing radiation (PMID:10612394). MRE11 is also a familial breast and ovarian cancer susceptibility gene and mutations have also been identified in endometrial, colorectal, and lymphoid cancers (PMID:19383352, 24549055, 24894818, 23755103, 11196167, 11850399, 16959974). MRE11 polymorphisms and mutations affect response to chemotherapy, radiotherapy, and Poly(ADP-ribose) polymerases (PARP) inhibitors (PMID:24623370, 25310185, 24927325, 24215868, 25324139, 24240112).	True
ENST00000345732	NM_021950	ENST00000345732	NM_021950	931	MS4A1	False			MS4A1, a B-cell membrane protein, is infrequently altered in cancer.	MS4A1, which encodes the B-cell surface marker CD20, is a member of the MS4A (membrane-spanning 4-domains family, subfamily A) family that is comprised of proteins that span the cellular membrane four times (PMID: 25835430, 35091527). MS4A1 functions in B-cell activation, proliferation, and differentiation (PMID: 33352466, 35091527). MS4A1 can associate with a variety of membrane proteins, including major histocompatibility complex (MHC) class I, MHC class II, tetraspanins (CD53, CD81, and CD82), and CD40; however the exact nature of these associations are still unknown (PMID: 25835430, 32482755). MS4A1 is involved in calcium conductance, as it functions as a store-operated calcium (SOC) channel that promotes calcium influx through physical association with the B-cell receptor (BCR) (PMID: 25835430). MS4A1 is required for optimal humoral immunity, as MS4A1 deficiency in both humans and mice results in impaired immune responses (PMID: 25835430, 32482755). In colorectal cancer, MS4A1 is significantly downregulated and CD20 expression is positively correlated with the patient survival rate (PMID: 33352466). In ovarian cancer, CD20-positive T-cells were shown to be elevated in ascites fluid of patients and were associated with a positive prognosis, as these cells mediate antitumor immunity (PMID: 26137418, 34654826). In breast cancer, patients who demonstrated higher MS4A1 expression also had a better prognosis (PMID: 35091527). CD20 expression is a clinically useful biomarker for B-cell targeted monoclonal antibody therapies, including rituximab, ofatumumab and obinutuzumab (PMID: 34654826, 25835430, 32482755).	False
ENST00000233146	NM_000251.2	ENST00000233146	NM_000251.2	4436	MSH2	False			MSH2, a DNA mismatch repair protein, is frequently mutated in colorectal, small bowel, and endometrial cancers.	The MSH2 (MutS protein homolog 2) protein is a tumor suppressor involved in the mismatch repair process. MSH2 forms heterodimers with other MutS proteins, MSH6 and MSH3, to form the MutS-alpha and MutS-beta mismatch repair (MMR) complexes, respectively (PMID: 8252616, 7973733). Both complexes are involved in the recognition of a mismatched base pair, forming a DNA-MutS complex that signals other components of the MMR machinery to excise the aberrant nucleotide. MSH2 and other MMR genes are most notably implicated in Lynch syndrome, also known as hereditary non-polyposis colon cancer (HNPCC), which predisposes individuals to colorectal, endometrial, ovarian, urothelial, and other cancers (PMID: 428275, 1648437, 30627969, 31171120). Biallelic mutations in MSH2 also result in constitutional mismatch repair deficiency (CMMRD) (PMID: 24737826). Loss of function mutations or epigenetic silencing both in the germline and somatic context lead to an increased mutation rate that drives carcinogenesis as well as microsatellite instability (MSI). MSH2 mutations represent approximately 40% of all HNPCC cases (PMID: 11852992) and are associated with the MSI-high phenotype, along with mutations in MLH1 (PMID: 9823339, 9354436). Although most commonly seen in colon cancer, MSH2 mutations have also been reported in a diverse range of other cancer types and syndromes, including endometrial and uterine cancers, and sebaceous gland tumors (PMID: 19078925,16826164). Tumors with a large number of somatic mutations due to mismatch-repair defects have been predictive of clinical benefit to certain immune checkpoint blockade therapies (PMID:26028255, 25409260). Recently, the FDA approved pembrolizumab (PD-1 blockade) for all mismatch repair deficient and microsatellite unstable (MSI-high) tumors, irrespective of specific tumor etiology.	True
ENST00000265081	NM_002439.4	ENST00000265081	NM_002439.4	4437	MSH3	False			MSH3, a DNA mismatch repair protein, is frequently mutated in colorectal cancers.	The MSH3 gene encodes the protein MutS Homolog 3 (MSH3), the human homolog of the bacterial MutS protein, which functions in the mismatch repair (MMR) pathway of DNA repair. MSH3 partners with MSH2 to form the heterodimer MutS-beta, which is important for recognition and repair of mismatched base pairs, forming a DNA-MutS complex that signals other components of the MMR machinery to excise the aberrant nucleotide (PMID: 22179786, 8942985, 9679053). MSH3 deletion or loss-of-function mutations can result in MMR deficiency, leading to an increased mutation rate and increased tumorigenesis in cooperation with loss of MSH6 (PMID: 10706084). Unlike other MMR genes, germline mutations in MSH3 are associated with autosomal recessive familial adenomatous polyposis (PMID: 27476653, 34250384, 35675019, 37402566, 38243056), and there is minimal evidence for an association with Lynch syndrome (PMID: 21128252, 34250384). MSH3 is altered in nearly 50% of MMR-deficient colorectal cancers by somatic frameshift mutations (PMID: 23724141, 18922920, 14871813, 9331106). Tumors with a large number of somatic mutations due to mismatch-repair defects have been predictive of clinical benefit to certain immune checkpoint blockade therapies (PMID: 26028255, 25409260). Recently, the FDA approved pembrolizumab (PD-1 blockade) for all mismatch repair deficient and microsatellite unstable (MSI-high) tumors, irrespective of specific tumor etiology.	True
ENST00000234420	NM_000179.2	ENST00000234420	NM_000179.2	2956	MSH6	False			MSH6, a DNA mismatch repair protein, is frequently mutated in colorectal, small bowel, and endometrial cancers.	The MSH6 (mutS homolog 6) gene encodes the DNA repair mismatch protein MSH6. MSH6 is a tumor suppressor which heterodimerizes with MSH2 to form MutS-alpha. This complex recognizes single base pair mismatches and dinucleotide insertion-deletion loops, initiating the mismatch repair (MMR) process (PMID: 8816473). MSH6 and other MMR genes are most notably implicated in Lynch syndrome, also known as hereditary non-polyposis colon cancer (HNPCC), which predisposes individuals to colorectal, endometrial, ovarian, urothelial, and other cancers (PMID: 428275, 1648437, 30627969, 31171120). Biallelic mutations in MSH6 also result in constitutional mismatch repair deficiency (CMMRD) (PMID: 24737826). Loss of function mutations or epigenetic silencing both in the germline and somatic context lead to an increased mutation rate that drives carcinogenesis as well as microsatellite instability (MSI). Although most commonly seen in colon cancer, MSH6 mutations have also been reported in a wide range of other cancer types and syndromes, including endometrial and uterine cancers (PMID: 19078925,16106253). Tumors with a large number of somatic mutations due to mismatch-repair defects have been predictive of clinical benefit to certain immune checkpoint blockade therapies (PMID: 26028255, 25409260, 29489427). Recently, the FDA approved pembrolizumab (PD-1 blockade) for all mismatch repair deficient and microsatellite unstable (MSI-high) tumors, irrespective of specific tumor etiology.	True
ENST00000257552	NM_002442.3	ENST00000257552	NM_002442.3	4440	MSI1	True			MSI1, an RNA-binding protein expressed in stem cells of neural and intestinal origin, is overexpressed in various cancer types.	MSI1 (Musashi1) is an RNA-binding protein which binds to the consensus RNA sequence GU3-5(G/AG) on specific mRNAs and controls their expression by translational repression (PMID: 22201732). The Musashi family of RNA-binding proteins is known to be important for cell fate determination, neural development and maintenance of stem-cell state, differentiation and tumorigenesis. Musashi1 is selectively expressed in neural progenitor cells, including neural stem cells (PMID: 9790759). Musashi1, in cooperation with Musashi2, activates Notch signaling through translational repression of Numb mRNA, an intracellular Notch signal repressor, and maintains the self-renewing ability of neural stem cells (NSCs) (PMID: 15925591). Musashi1 also activates the WNT pathway and serves to sustain mammary gland stem cell pools (PMID: 18362162). In addition, Musashi1 is a selective marker for intestinal stem or early lineage cells (PMID: 12924647, 15925591). Elevated Musashi1 expression is found in gliomas and glioblastomas and correlates with tumor proliferation (PMID: 11284014, 11896183), however, Musashi1 is infrequently mutated in human cancers.	False
ENST00000284073	NM_138962.2	ENST00000284073	NM_138962.2	124540	MSI2	True			MSI2, an RNA-binding protein expressed in stem cells of neural and hematopoietic origin, is over-expressed in myeloid leukemias.	MSI2 (Musashi2) is an RNA-binding protein which binds to the consensus RNA sequences on specific mRNAs and controls their expression in part by translational repression (PMID: 28143872). The Musashi family of RNA-binding proteins is known to be important for cell fate determination, neural development and maintenance of stem-cell state, differentiation and tumorigenesis. Musashi2, like Musashi1, activates Notch signaling through translational repression of Numb mRNA, an intracellular Notch signal repressor, and maintains the self-renewing ability of neural stem cells (NSCs) (PMID: 15925591). In addition, Musashi2 expression is required for self-renewal and pluripotency of embryonic stem cells in early stages of differentiation (PMID: 22496868). Musashi2 is highly expressed in hematopoietic stem cells (HSCs) and is important in the maintenance of the stem cell compartment and proliferation of hematopoietic progenitor cells (PMID: 21613258). Overexpression of Musashi2 in mouse models cooperates with the BCR-ABL1 oncoprotein to drive aggressive leukemia (PMID: 20616797). Musashi2 is overexpressed in human myeloid leukemias and increased expression directly correlates with survival of patients with the disease (PMID: 20616797, 20639863); however, Musashi2 is infrequently mutated in human cancers.	False
ENST00000449682	NM_020998.3	ENST00000449682	NM_020998.3	4485	MST1	False			MST1, an intracellular kinase, is infrequently altered in various cancer types.	MST1 (mammalian sterile 20-like kinase 1) is an intracellular kinase and key component of the Hippo signaling pathway. The Hippo signaling cascade is a critical regulator for controlling cell growth, differentiation and organ size control (PMID: 22683405, 22898666). MST1 is proteolyticaly activated by caspases during apoptosis; activation is mediated by apoptotic stimuli and other stress signals. Full activation of MST1 kinase requires autophosphorylation at Thr-183 and caspase-mediated cleavage. Once activated, MST1 phosphorylates Lats1/2 (large tumor suppressor 1/2), which then phosphorylates and inhibits two transcriptional coactivators in the Hippo pathway, YAP and TAZ (PMID:17889654). Phosphorylated YAP and TAZ remain in the cytoplasm and cannot induce the expression of genes that promote cell growth and proliferation (PMID: 17889654). Hence, MST1 negatively regulates YAP and TAZ and acts as a tumor suppressor. Reduced expression of MST1 has been observed in gastric cancer, liver cancer, prostate cancer and soft tissue sarcoma (PMID: 21940329, 17538946, 18381433).	True
ENST00000296474	NM_002447.2	ENST00000296474	NM_002447.2	4486	MST1R	True			MST1R, a receptor tyrosine kinase, is altered by overexpression and mutation in various cancer types.	MST1R (Macrophage Stimulating 1 Receptor) is a cell surface receptor for macrophage-stimulating protein (MSP). The MST1R protein is one of two members of the MET receptor tyrosine kinase family, along with parent receptor MET. Activation of MST1R triggers downstream signaling cascades, including RAS, PI3-kinase (PI3-K), and mitogen-activated protein kinases (MAPK) to induce cell scattering, migration, survival and invasion (PMID: 12807733,18836480, 25997828). MST1R is expressed in various cell types including macrophages, epithelial and hematopoietic cells. MST1R is overexpressed in pancreatic and epithelial cancers of the breast, colon, lung, and prostate (PMID: 22834780, 17616662, 17311308, 26477314, 15289319), and is involved in tumor progression and metastasis (PMID: 15289319, 10910951, 19956854). MST1R is rarely mutated, but alternative splicing events are common as the gene transcript is increasingly overexpressed. Approximately eight different MST1R isoforms have been described in various epithelial cancer types (PMID: 23792360). In breast cancer, short-form MST1R overexpression specifically activates the PI3K signaling pathway, resulting in increased tumor growth, epithelial to mesenchymal transition and metastasis (PMID: 22207901). In prostate cancer cells, MST1R has been shown to regulate angiogenic chemokine production (PMID: 19838218). Additionally, one study using gastroesophageal carcinoma (GEC) samples reported increased MST1R gene copy number in 35.5% (16/45) of cases and a novel somatic MST1R juxtamembrane mutation (R1018G) in 11% of samples, making MST1R an important prognostic marker in this GEC cohort (PMID: 21543897).	False
ENST00000380172	NM_002451.3	ENST00000644715	NM_002451.3	4507	MTAP	False	3A		MTAP, a phosphorylase involved in methionine salvage pathways, is recurrently altered by deletion in various cancer types.	MTAP is a methylthioadenosine phosphorylase that is a regulator of polyamine metabolism (PMID: 27068473, 26912360). MTAP metabolizes 2-methylthiosdenosine (MTA), a byproduct of polyamine synthesis, for the salvage of methionine amino acids and adenine nucleotides (PMID: 21301207). Loss of MTAP results in increased sensitivity to purine starvation and has been linked to regulation of stemness, apoptosis, and inflammation (PMID: 31040154, 30854099). The MTAP gene resides within the 9p21 chromosomal region, which is deleted in 15% of all cancers (PMID: 27068473). The 9p21 region includes the tumor suppressors CDKN2A, p16-INK4A, and p19-ARF; MTAP co-deletion with these genes occurs in a majority of 9p21 deletions (PMID: 27068473, 26912360). Deletion of MTAP in cancer cell lines results in the accumulation of MTA, a metabolic inhibitor of the arginine methyltransferase PRMT5, due to reduced MTAP-mediated byproduct cleavage (PMID: 27068473, 26912360). PRMT5 activity and expression of PRMT5 binding partners are downregulated in MTAP-deleted cancer cells, including RIOK1 and WDR77 (PMID: 27068473, 26912360). Functional studies demonstrated that MTAP-deleted cancer cell lines have an increased sensitivity to PRMT5 inhibitors, and PRMT5 inhibitors may be an efficacious therapeutic strategy in 9p21-deleted cancers (PMID: 27068473, 26912360, 31257072). In addition, MAT2A, a methionine adenosyltransferase that produces a byproduct that also inhibits PRMT5, was identified as an additional vulnerability in MTAP-deleted cancers (PMID: 27068473).	True
ENST00000394053	NM_006636	ENST00000394053	NM_006636	10797	MTHFD2	True			MTHFD2, a mitochondrial folate metabolism enzyme, is frequently overexpressed in various cancer types.	MTHFD2 is a mitochondrial folate metabolism enzyme that functions in one-carbon folate metabolism, a process that provides precursor molecules for nucleic acid synthesis. MTHFD2 also helps regenerate the cofactor NADP(H) through its action as a dehydrogenase (PMID: 38422037, 27641100, 35693982). Under normal conditions, MTHFD2 is active only during early embryogenesis and supports rapid cell proliferation by supplying nucleotides (PMID: 35228749, 33782411). In cancer cells, MTHFD2 expression promotes tumor cell proliferation, migration, and invasion by multiple mechanisms including immune evasion via the upregulation of PD-L1 (PMID: 26461067, 23295955, 33782411). Increased MTHFD2 expression has been observed in many cancer types, and may be indicative of poor prognosis (PMID: 24451681, 30466107, 24870594, 38422037, 30534944). Inhibition of MTHFD2 in various cancer lines and models impairs cell proliferation and increases chemosensitivity in hepatocellular carcinoma cells (PMID: 24451681, 32411609, 38287824).	False
ENST00000376590	NM_005957.4	ENST00000376590	NM_005957.5	4524	MTHFR	False			MTHFR, a reductase in the folate cycle, is altered in various cancers.	MTHFR encodes methylenetetrahydrofolate reductase, an enzyme that plays an important role in gene and protein expression via the folate cycle (PMID: 6975779, 7920641). By facilitating the conversion of homocysteine to methionine, MTHFR provides a building block crucial in nucleic acid synthesis, DNA methylation and protein translation (PMID: 10720211). Reduced MTHFR activity, typically due to polymorphisms, has been linked to an increased risk of various cancers, likely as a result of hypomethylation and dysregulated DNA synthesis, which can lead to oncogene activation and genomic instability (PMID: 18483342, 12154064, 17503006, 17438654). MTHFR knockdown decreases cell survival and reduces MYC levels, but its impact on cancer may depend on specific cellular contexts (PMID: 18486501, 19123462, 37354330, 32826232). Common polymorphisms in MTHFR that reduce enzyme activity are associated with a wide range of diseases, including cardiovascular disorders, diabetes, psychiatric conditions and inflammatory diseases (PMID: 8554066, 11015479, 25101272, 10446107, 19484352, 26922200).	False
ENST00000361445	NM_004958.3	ENST00000361445	NM_004958.3	2475	MTOR	True	3A		MTOR, an intracellular kinase that regulates cell growth and metabolism, is infrequently mutated in various cancer types.	The MTOR protein is a serine-threonine kinase that coordinates cell growth, protein synthesis and metabolic signaling (PMID: 22500797, 21157483). MTOR activity is mediated through two distinct multi-protein complexes, mTORC1 and mTORC2 (PMID: 22500797, 21157483) which are composed of common subunits (mTOR, mLST8, DEPTOR) (PMID: 12718876, 19446321) and uniquely defined by specific subunits. mTORC1 is defined by the PRAS40 and RAPTOR subunits (PMID: 12150926, 12150925, 17386266, 17510057), while mTORC2 is defined by RICTOR, mSIN1 and PROTOR1/2 (PMID: 15268862, 15718470, 16919458). The two best characterized downstream targets of mTORC1, S6K and 4EBP1, dictate the rate of protein synthesis, nutrient response and many additional features required for rapid tumor growth (PMID: 15314020). Consequently, inhibition of mTORC1 has been therapeutically exploited across a variety of malignancies. mTORC2 coordinates with PDK1 to phosphorylate and activate AKT. mTORC2 is known to regulate the actin cytoskeleton, cell cycle progression and cellular survival (PMID: 18566586). Missense mutations of the MTOR gene occur in many tumors, notably in approximately 6% of clear cell renal cell carcinoma, 7.5% of lung adenocarcinomas, 5% of endometrial carcinomas and 4% of colon and rectal carcinomas (PMID: 24132290). Furthermore, various mTOR mutations have been characterized that cause increased MTOR pathway activation and increased sensitivity to rapamycin (PMID: 24631838, 24625776). Several case reports in the literature have reported extreme durable responses to rapamycin-analogue (rapalogue) therapies in patients with heavily pre-treated metastatic cancer and activating mTOR mutations (PMID: 24622468, 24625776). Additionally, two rapalogue mTOR inhibitors, everolimus and temsirolimus, are FDA-approved for the treatment of human cancer, and numerous compounds with alternative mechanisms of action are in various stages of development (PMID: 26299952).	False
ENST00000372115	NM_001048171.1	ENST00000372115	NM_001048171.1	4595	MUTYH	False			MUTYH, a DNA glycosylase, is frequently mutated in colorectal cancer.	MUTYH is a DNA glycosylase that mediates base excision repair. MUTYH can repair DNA lesions in which oxidized guanine is mispaired with adenine due to oxidative damage (PMID: 23507534, 1495996). Repair of these lesions prevents GC to TA transversions (PMID: 17581577). Germline mutations in MUTYH lead to colorectal polyposis and adenomas and are inherited in a recessive fashion (PMID: 12606733, 19506731, 31171120); risks for cancer in heterozygous carriers is controversial (PMID: 21063410, 21171015, 34244858, 38394468). MUTYH alterations result in increased TA transversions in colon cancer patients, suggesting that these are loss-of-function alterations (PMID: 12393807). Somatic allelic loss and rare mutations of MUTYH have been identified in colon cancer, however, these alterations did not lead to increased transversions (PMID:22641385). Further functional studies are required to determine if somatic MUTYH mutations are drivers of human cancer.	True
ENST00000367814	NM_005375	ENST00000367814	NM_005375	4602	MYB	True			MYB, a transcription factor, is altered by chromosomal rearrangement in cancer.	MYB encodes for a transcription factor that functions primarily in fetal hematopoiesis and lymphocyte development (PMID: 10323859, 16169500, 19843942). MYB can function as both a transcriptional repressor and transcriptional activator for genes essential to cellular proliferation, such as RUNX1 and CEBPB, and can either suppress differentiation or promote cellular proliferation (PMID: 21317192). The C-terminal region of MYB contains a negative regulatory domain and mutations or deletion of this region can promote cellular transformation (PMID: 2670562). Ectopic expression of MYB in various types of cancer cell lines and models induces cellular growth and increased cell survival, suggesting that MYB functions predominantly as an oncogene (PMID: 21948968, 11290547). Amplification and rearrangements of MYB have been identified in various types of cancer, such as breast cancer, acute myelogenous leukemia and salivary gland adenoid cystic carcinoma (PMID: 11034064, 3281804, 25963073).	False
ENST00000522677	NM_001080416	ENST00000522677	NM_001080416	4603	MYBL1	True			MYBL1, a transcription factor involved in male-specific meiosis, is infrequently altered by amplification and translocation in cancer.	MYBL1 is a transcription factor that regulates spermatogenesis in the pachynema stage of male-specific meiosis. The conserved N-terminal helix-turn-helix DNA binding domain and the trans-activating domain located at the central portion of the protein allow for binding to specific DNA sequences and subsequent meiotic gene transcription, respectively (PMID: 8058310). The conserved C-terminal negative regulatory domain regulates the expression of MYBL1 (PMID: 33637673). MYBL1 serves as the master regulator of meiotic genes involved in multiple meiotic processes such as DNA double-strand break repair, synapsis, crossing over, pachynema cell cycle progression and postmeiotic transcription (PMID: 21750041). Alterations of MYBL1 have been identified to truncate the C-terminal negative regulatory domain, leading to the activation of MYBL1 (PMID: 33637673). Overexpression of MYBL1 promotes tumorigenesis due to aberrant meiotic gene transcription causing angiogenesis (PMID: 35987690). MYBL1 alterations have been identified in a variety of tumor types including adenoid cystic carcinoma, low-grade glioma and hepatocellular carcinoma (PMID: 26631609, 29410490, 33637673, 32637581, 35987690).	False
ENST00000377970	NM_002467.4	ENST00000621592	NM_002467.4	4609	MYC	True			MYC, a transcription factor, is altered by chromosomal rearrangement, amplification and overexpression in a variety of cancer types.	"MYC is a transcription factor in the MYC family of proteins (c-MYC, n-MYC and l-MYC) that heterodimerizes with the protein MAX to control the transcription of thousands of genes. MYC promotes tumorigenesis by inducing cell proliferation, inhibiting exit from the cell cycle, stimulating vascularization and enhancing genomic instability (PMID: 22464321,10378696,16934487,19029958). The MYC gene contains several distinct structural domains, including five ""Myc-boxes"", which are highly conserved in MYC family proteins across multiple species (PMID: 19029958). Mutations of known function reside near residue T58, which is a phosphorylation site on MYC critical for ubiquitination and subsequent degradation of the MYC protein (PMID: 10706881, 22464321). Mutations in the MYC gene occur but are less frequent than amplification and translocation."	False
ENST00000397332	NM_001033082.2	ENST00000397332	NM_001033082.2	4610	MYCL	True			MYCL, a transcription factor, is altered by overexpression and amplification in various cancer types including small cell lung cancer.	MYCL is a transcription factor and member of the MYC oncoprotein family (PMID: 3322939). The architecture of the MYCL gene shows substantial homology with the other members of the human MYC gene family (MYC and MYCN) (PMID:10378696). Unlike MYC, which is expressed ubiquitously, MYCL is preferentially expressed in the developing kidney and lung (PMID: 8657155), and appears to be less potent in terms of transformation potential (PMID: 2457153). Reports of cancer-associated genomic alterations of MYCL are predominantly limited to small cell lung carcinomas, where MYCL is found amplified in approximately 5-10% of samples (PMID: 2997622,1327035). Amplification of other MYC family members also occurs in small cell lung cancer, and in some cases these amplifications may co-occur with amplifications of MYCL (PMID:10378696,1327035).	False
ENST00000281043	NM_005378.4	ENST00000281043	NM_005378.4	4613	MYCN	True			MYCN, a transcription factor, is altered by amplification and overexpression in a variety of cancer types including in neuroblastoma.	MYCN is a MYC-family transcription factor with high homology to the commonly amplified transcription factor c-MYC (encoded by the gene MYC) (PMID: 20399964). MYCN has been shown to function both as a transcriptional activator and repressor, regulating the expression of genes involved in the cell cycle, proliferation, apoptosis, metabolism and regulation of the tumor microenvironment, among other processes (PMID: 16934487, 20399964). The MYCN gene is organized into an N-terminal transcriptional activation domain and a C-terminal basic helix-loop-helix leucine zipper DNA-binding domain. Unlike c-MYC, which is ubiquitously expressed, expression of n-MYC is temporally restricted to embryonic development and spatially restricted to cells of the nervous system, kidney, lung and spleen. Amplification of MYCN is predominantly associated with cancers of neural origin (e.g. neuroblastoma, medulloblastoma, glioblastoma), but has been observed in other solid tumors including prostate, breast and small cell lung cancers (PMID: 24589438, 16934487,15013217). Targeting MYCN directly has been challenging, and therefore therapeutic strategies have focused on targeting MYCN downstream targets, factors involved in MYCN transcriptional activity or MYCN stability (PMID: 24857145, 24086065).	False
ENST00000396334	NM_002468.4	ENST00000396334	NM_002468.5	4615	MYD88	True			MYD88, an adaptor protein, is frequently altered in hematologic malignancies including Waldenström's macroglobulinemia.	MYD88 encodes for the signaling adaptor protein Myeloid differentiation primary response 88. It functions to transduce signaling from Toll-like receptors and the Interleukin-1 receptor important for innate immunity (PMID: 16413925, 12467250, 11544529). Signaling through MYD88 activates the NFkB pathway (PMID: 9734363). Patients with MYD88 loss of function mutations are more susceptible to bacterial infections due to immune dysfunction (PMID:18669862). Activating mutations of MYD88, particularly the L265P mutation, are frequently identified in Waldenström's macroglobulinemia patients (PMID: 22931316). The same mutation is also found in lymphomas, including chronic lymphocytic leukemia and the Activated B-cell type Diffuse Large B-cell Lymphomas (DLBCL) (PMID: 21179087, 22150006).	False
ENST00000300036	NM_002474	ENST00000300036	NM_002474	4629	MYH11	False			MYH11, a smooth muscle myosin protein, is altered at low frequencies in various cancer types.	MYH11 is a smooth muscle myosin protein belonging to the myosin heavy chain family (PMID: 32382337).  MYH11 functions as a contractile protein involved in inducing muscle contraction via ATP hydrolysis, but may also be able to regulate gene expression patterns of the cell by binding DNA as a transcription factor (PMID: 34380460). Pathogenic germline alterations in MYH11 predispose to familial thoracic aortic aneurysm and aortic dissection (TAAD), and individuals with these mutations show smooth muscle cell disarray and hyperplasia (PMID: 17666408). Meanwhile, in vitro overexpression of MYH11 inhibits cell migration, proliferation and invasion suggesting it acts as a tumor suppressor (PMID: 34380460). Inversion of chromosome 16 can result in the CBFB-MYH11 fusion, which is found in the M4 type of acute myeloid leukemia with associated eosinophilia (PMID: 23160462). This fusion protein disrupts the CBF complex and results in a block in proper hematopoiesis (PMID: 20007544).	True
ENST00000399231	NM_000259	ENST00000399231	NM_000259	4644	MYO5A	True			MYO5A, a myosin motor protein, is infrequently altered in various cancer types.	MYO5A encodes for myosin Va (5a), a motor protein that is part of the myosin protein superfamily. The myosin protein superfamily consists of actin-based motors that play critical roles in normal cell motility and migration through interaction with actin in the cytoskeleton (PMID: 16904206, 27757761). Myosin proteins are responsible for forming transport vesicles such as insulin granules and melanosomes, cell polarization, and cytokinesis during mitosis and meiosis (PMID: 29898384, 21151132, 28903372, 12382324). MYO5A is involved in cell and organelle motility, spindle formation, nuclear morphogenesis and transport of molecules to the cell membrane such as cell-surface receptors, pigments and RNA (PMID: 23176491, 21151132, 28903372). In cancer cells, MYO5A enhances tumor cell motility and viability enabling tumor progression and migration (PMID: 28903372). Upregulation of MYO5A promotes cell invasion and metastasis in colorectal cancer cells and head and neck squamous cell carcinoma cells, while MYO5A knockout decreases cell migration in lung cancer cells, suggesting MYO5A functions primarily as an oncogene (PMID: 28903372, 38129784). MYO5A is frequently overexpressed in multiple cancers including head and neck squamous cell carcinoma, metastatic colorectal cancer, melanoma, breast, prostate and bladder cancers (PMID: 38129784, 19521958, 23652798). It has also been shown to be overexpressed in metastatic lung, breast, prostate and colon cancer-derived cell lines (PMID: 19521958).	False
ENST00000250003	NM_002478.4	ENST00000250003	NM_002478.4	4654	MYOD1	False			MYOD1, a transcription factor involved in muscle differentiation, is recurrently altered by mutation in rhabdomyosarcoma.	MYOD1 is a transcription factor that is a member of the bHLH protein family. MYOD1, together with the closely related regulatory transcription factors MYF5, MRF4 and MYOGENIN, control myogenic differentiation. MYOD1 commits mesoderm cells to a skeletal myoblast lineage, regulates their continued state and can also regulate muscle repair (PMID:16099183). MYOD1 removes cells from the cell cycle by increasing the transcription of p21 and myogenin, which is important for the switch from cellular proliferation to differentiation. Loss of this control can lead to the formation of rhabdomyosarcoma (PMID:16099183, 12783965). MYOD1 is infrequently mutated in embryonal rhabdomyosarcoma (PMID:25295632, 24824843, 24793135, 24272621).	True
ENST00000300131	NM_005967.3	ENST00000300131	NM_005967.4	4665	NAB2	True			NAB2, a transcriptional repressor for EGR proteins, is altered by chromosomal rearrangement in solitary fibrous tumors and meningeal hemangiopericytoma.	NAB2, a member of the NGFI-A binding (NAB) protein family, encodes for a transcriptional repressor for the zinc finger transcription factors EGR1 and EGR2 (PMID: 18456662, 12427750). NAB2 interacts with the CHD4 subunit of the nucleosome remodeling and deacetylase (NuRD) complex to mediate transcriptional repression (PMID: 16574654). Overexpression of NAB2 in head and neck squamous cell carcinoma cell lines and models induces cellular proliferation and invasion, suggesting that NAB2 functions predominantly as an oncogene (PMID: 30893927). NAB2 is a recurrent fusion partner of STAT6, forming the NAB2-STAT6 fusion (PMID: 24513261, 30584643). The NAB2-STAT6 fusion has been identified in solitary fibrous tumors and hemangiopericytomas (PMID: 26686340, 24513261, 30584643).	False
